tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs,workers,threads
dask,increment_map,100000000,10000000,1000,4,7.416419999999979e7,0,0,0,1,16
dask,filter_half,100000000,10000000,1000,4,5.797067999999999e8,0,0,0,1,16
dask,reduce_var_all,100000000,10000000,1000,4,2.1685637e9,0,0,0,1,16
dask,reduce_var_single,100000000,10000000,1000,4,3.800724000000004e8,0,0,0,1,16
dask,groupby_single_col,100000000,10000000,1000,4,8.444289700000001e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,100000000,10000000,1000,4,3.3250879e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,100000000,10000000,1000,4,6.739639400000002e9,0,0,0,1,16
dask,innerjoin_r_unique,100000000,10000000,1000,4,2.3520426000000005e9,0,0,0,1,16
dask,groupby_single_col,100000000,10000000,10000,4,3.28024669e10,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,100000000,10000000,10000,4,3.570781860000002e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,100000000,10000000,10000,4,5.8678798799999985e10,0,0,0,1,16
dask,innerjoin_r_unique,100000000,10000000,10000,4,2.5952996e9,0,0,0,1,16
dask,increment_map,100000000,25000000,1000,4,6.694090000000008e7,0,0,0,1,16
dask,filter_half,100000000,25000000,1000,4,6.082177e8,0,0,0,1,16
dask,reduce_var_all,100000000,25000000,1000,4,2.7899388000000005e9,0,0,0,1,16
dask,reduce_var_single,100000000,25000000,1000,4,4.723354000000004e8,0,0,0,1,16
dask,groupby_single_col,100000000,25000000,1000,4,6.828755600000001e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,100000000,25000000,1000,4,2.8836981e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,100000000,25000000,1000,4,6.0909479e9,0,0,0,1,16
dask,innerjoin_r_unique,100000000,25000000,1000,4,2.7173385000000005e9,0,0,0,1,16
dask,groupby_single_col,100000000,25000000,10000,4,1.97685179e10,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,100000000,25000000,10000,4,3.3039268599999985e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,100000000,25000000,10000,4,5.595816749999998e10,0,0,0,1,16
dask,innerjoin_r_unique,100000000,25000000,10000,4,3.0508665e9,0,0,0,1,16
dask,increment_map,500000000,10000000,1000,4,3.4001309999999976e8,0,0,0,1,16
dask,filter_half,500000000,10000000,1000,4,3.3425293e9,0,0,0,1,16
dask,reduce_var_all,500000000,10000000,1000,4,9.99802e9,0,0,0,1,16
dask,reduce_var_single,500000000,10000000,1000,4,1.9733133999999986e9,0,0,0,1,16
dask,groupby_single_col,500000000,10000000,1000,4,2.35739422e10,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,500000000,10000000,1000,4,7.690843599999993e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,500000000,10000000,1000,4,1.64010313e10,0,0,0,1,16
dask,innerjoin_r_unique,500000000,10000000,1000,4,2.96850091e10,0,0,0,1,16
dask,groupby_single_col,500000000,10000000,10000,4,1.15462768e11,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,500000000,10000000,10000,4,4.781301020000001e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,500000000,10000000,10000,4,7.487271569999995e10,0,0,0,1,16
dask,innerjoin_r_unique,500000000,10000000,10000,4,3.06167869e10,0,0,0,1,16
dask,increment_map,500000000,25000000,1000,4,3.381816e8,0,0,0,1,16
dask,filter_half,500000000,25000000,1000,4,3.2676903000000005e9,0,0,0,1,16
dask,reduce_var_all,500000000,25000000,1000,4,2.07053491e10,0,0,0,1,16
dask,reduce_var_single,500000000,25000000,1000,4,2.6746841000000005e9,0,0,0,1,16
